Name,Episode,Sentence
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,What's wrong? Gilly? Is she all right?
608d2a5d28b7269738c3ed2c,608d286e28b7269738c3ed0a,She's good.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,Little Sam?
608d2a5d28b7269738c3ed2c,608d286e28b7269738c3ed0a,Don't you know?
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,Know what?
608d2a5d28b7269738c3ed2c,608d286e28b7269738c3ed0a,Daenerys. She executed my father and brother. They were her prisoners.
608d2a5d28b7269738c3ed2c,608d286e28b7269738c3ed0a,She didn't tell you.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,I'm so sorry. We need to end this war.
608d2a5d28b7269738c3ed2c,608d286e28b7269738c3ed0a,Would you have done it?
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,"Well, I've executed men who disobeyed me."
608d2a5d28b7269738c3ed2c,608d286e28b7269738c3ed0a,You've also spared men. Thousands of wildlings when they refused to kneel.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,I wasn't a king.
608d2a5d28b7269738c3ed2c,608d286e28b7269738c3ed0a,But you were. You've always been.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,"I gave up my crown, Sam."
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,I bent the knee. I'm not King in the North anymore.
608d2a5d28b7269738c3ed2c,608d286e28b7269738c3ed0a,I'm not talking about the King in the North. I'm talking about the King of the bloody Seven Kingdoms.
608d2a5d28b7269738c3ed2c,608d286e28b7269738c3ed0a,Bran and I worked it out. I had a High Septon's diary. Bran had whatever Bran has.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,What are you talking about?
608d2a5d28b7269738c3ed2c,608d286e28b7269738c3ed0a,Your mother was Lyanna Stark.
608d2a5d28b7269738c3ed2c,608d286e28b7269738c3ed0a,"And your father- your real father was Rhaegar Targaryen. You've never been a bastard. You're Aegon Targaryen, true heir to the Iron Throne. I'm sorry, I know it's a lot to take in."
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,My father was the most honorable man I ever met. You're saying he lied to me all my life.
608d2a5d28b7269738c3ed2c,608d286e28b7269738c3ed0a,"No. Your father- Well, Ned Stark. He promised your mother he'd always protect you. And he did. Robert would have murdered you if he knew. You're the true king. Aegon Targaryen, Sixth of His Name, Protector of the Realm, all of it."
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,Daenerys is our queen.
608d2a5d28b7269738c3ed2c,608d286e28b7269738c3ed0a,She shouldn't be.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,That's treason.
608d2a5d28b7269738c3ed2c,608d286e28b7269738c3ed0a,It's the truth. You gave up your crown to save your people. Would she do the same?
608d2a5d28b7269738c3ed2e,608d286e28b7269738c3ed0a,"Stay back, he's got blue eyes!"
608d2a5d28b7269738c3ed2f,608d286e28b7269738c3ed0a,I've always had blue eyes!
608d2a5d28b7269738c3ed30,608d286e28b7269738c3ed0a,Did you find anyone?
608d2a5d28b7269738c3ed2e,608d286e28b7269738c3ed0a,The Umber boy.
608d2a5d28b7269738c3ed30,608d286e28b7269738c3ed0a,It's a message. From the Night King.
608d2a5d28b7269738c3ed2f,608d286e28b7269738c3ed0a,His army's between us and Winterfell. We're on foot.
608d2a5d28b7269738c3ed2e,608d286e28b7269738c3ed0a,We rode down from Castle Black. We can double up on the horses.
608d2a5d28b7269738c3ed2f,608d286e28b7269738c3ed0a,"If the horses last, we'll get there before the dead."
608d2a5d28b7269738c3ed2f,608d286e28b7269738c3ed0a,We just have to hope the Night King doesn't come first-
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,"When I was a child, my brother would tell me a bedtime story about the man who murdered our father."
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,Who stabbed him in the back and cut his throat. Who sat down on the Iron Throne and watched as his blood poured onto the floor.
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,He told me other stories as well. About all the things we would do to that man once we took back the Seven Kingdoms and had him in our grasp.
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,Your sister pledged to send her army north.
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,She did.
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,"I don't see an army. I see one man, with one hand. It appears your sister lied to me."
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,She lied to me as well. She never had any intention of sending her army north.
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,"She has Euron Greyjoy's fleet and 20,000 fresh troops. The Golden Company from Essos, bought and paid for. Even if we defeat the dead, she'll have more than enough to destroy the survivors."
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,"We""?"
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,I promised to fight for the living. I intend to keep that promise.
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0b,"Your Grace, I know my brother-"
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,Like you knew your sister?
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0b,"He came here alone, knowing full well how he'd be received. Why would he do that if he weren't telling the truth?"
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,"Perhaps he trusts his little brother to defend him, right up to the moment he slits my throat."
608d2a5d28b7269738c3ed14,608d286e28b7269738c3ed0b,"You're right. We can't trust him. He attacked my father in the streets. He tried to destroy my house and my family, the same as he did yours."
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,"Do you want me to apologize? I won't. We were at war. Everything I did, I did for my house and my family. I'd do it all again."
608d2a5d28b7269738c3ed13,608d286e28b7269738c3ed0b,The things we do for love.
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,So why have you abandoned your house and family now?
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,Because this goes beyond loyalty.
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,This is about survival.
608d2a5d28b7269738c3ed32,608d286e28b7269738c3ed0b,"You don't know me well, Your Grace."
608d2a5d28b7269738c3ed32,608d286e28b7269738c3ed0b,"But I know Ser Jaime. He is a man of honor. I was his captor once. But when we were both taken prisoner and the men holding us tried to force themselves on me, Ser Jaime defended me. And lost his hand because of it."
608d2a5d28b7269738c3ed32,608d286e28b7269738c3ed0b,"Without him, my lady, you would not be alive. He armed me, armored me, and sent me to find you and bring you home because he'd sworn an oath to your mother."
608d2a5d28b7269738c3ed14,608d286e28b7269738c3ed0b,You vouch for him?
608d2a5d28b7269738c3ed32,608d286e28b7269738c3ed0b,I do.
608d2a5d28b7269738c3ed14,608d286e28b7269738c3ed0b,You would fight beside him?
608d2a5d28b7269738c3ed32,608d286e28b7269738c3ed0b,I would.
608d2a5d28b7269738c3ed14,608d286e28b7269738c3ed0b,"I trust you with my life. If you trust him with yours, we should let him stay."
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,What does the Warden of the North say about it?
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0b,We need every man we can get.
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,Very well.
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,"Thank you, Your Grace."
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,"Either you knew Cersei was lying and let me believe otherwise, or you didn't know at all. Which makes you either a traitor or a fool."
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0b,I was a fool.
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,Not for the first time.
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,"Cersei still sits on the throne. If you can't help me take it back, I'll find another Hand who can."
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0b,I suspect one of you will be wearing this before it's all over.
608d2a5d28b7269738c3ed1b,608d286e28b7269738c3ed0b,Don't you have something better to do?
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0b,You make my weapon yet?
608d2a5d28b7269738c3ed1b,608d286e28b7269738c3ed0b,Just as soon as I'm done making a few thousand of these.
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0b,You should make mine first. And make sure it's stronger than this.
608d2a5d28b7269738c3ed1b,608d286e28b7269738c3ed0b,It's strong enough.
608d2a5d28b7269738c3ed1b,608d286e28b7269738c3ed0b,"It's going to be safer down in the crypt, you know."
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0b,Are you going to be down in the crypt?
608d2a5d28b7269738c3ed1b,608d286e28b7269738c3ed0b,"No, but-"
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0b,But you're a fighter.
608d2a5d28b7269738c3ed1b,608d286e28b7269738c3ed0b,I've done my share.
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0b,You've fought them?
608d2a5d28b7269738c3ed1b,608d286e28b7269738c3ed0b,I did. Some of them.
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0b,How many?
608d2a5d28b7269738c3ed1b,608d286e28b7269738c3ed0b,A few. That was enough.
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0b,What are they like?
608d2a5d28b7269738c3ed1b,608d286e28b7269738c3ed0b,Bad. Really bad.
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0b,"Really bad""?"
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0b,"Even a smith's apprentice can do better than ""really bad."" What do they look like? What do they smell like? How do they move? How hard are they to kill?"
608d2a5d28b7269738c3ed1b,608d286e28b7269738c3ed0b,"Look, I know you want to fight. And I know you're not scared of rapers or murderers or-This is different. This is-this is death. You want to know what they're like? Death. That's what they're like."
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0b,I know Death.
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0b,He's got many faces.
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0b,I look forward to seeing this one.
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0b,My weapon?
608d2a5d28b7269738c3ed1b,608d286e28b7269738c3ed0b,I'll get right on it.
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,I'm sorry for what I did to you.
608d2a5d28b7269738c3ed13,608d286e28b7269738c3ed0b,You weren't sorry then. You were protecting your family.
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,I'm not that person anymore.
608d2a5d28b7269738c3ed13,608d286e28b7269738c3ed0b,"You still would be, if you hadn't pushed me out of that window. And I would still be Brandon Stark."
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,You're not?
608d2a5d28b7269738c3ed13,608d286e28b7269738c3ed0b,No. I'm something else now.
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,You're not angry at me.
608d2a5d28b7269738c3ed13,608d286e28b7269738c3ed0b,I'm not angry at anyone.
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,Why didn't you tell them?
608d2a5d28b7269738c3ed13,608d286e28b7269738c3ed0b,You won't be able to help us in this fight if I let them murder you first.
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,What about afterwards?
608d2a5d28b7269738c3ed13,608d286e28b7269738c3ed0b,How do you know there is an afterwards?
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0b,"Well, here we are."
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,"Yes, here we are."
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0b,Together again.
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0b,And the masses rejoice.
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,How do they feel about their new queen?
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0b,She's your new queen too.
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0b,They remember what happened the last time Targaryens brought dragons north. They'll come around once they see Daenerys is different.
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,And she is? Different?
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0b,She is.
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,You're sure about her?
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0b,I am.
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,She didn't seem sure about you.
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0b,It's hard to blame her. I made a mistake common to clever people. I underestimated my opponents.
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,Hmm.
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0b,Cersei told me the pregnancy had changed her. A chance for you both to start again. And I believed her.
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0b,Was she lying about the baby too?
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,"No, that part is real."
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,She's always been good at using the truth to tell lies. I wouldn't be too hard on yourself. She's fooled me more than anybody.
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,What?
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0b,"She never fooled you. You always knew exactly what she was, and you loved her anyway."
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0b,"So we're going to die at Winterfell. Not the death I wouldo ve chosen. I always pictured myself dying in my own bed, the age of 80, with a belly full of wine and-"
608d2a5d28b7269738c3ed33,608d286e28b7269738c3ed0b,A girl's mouth around-
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,Your cock.
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0b,My cock.
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0b,At least Cersei won't get to murder me. I'm sure I'll feel some satisfaction denying her that pleasure while I'm being ripped apart by dead men.
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0b,Maybe after I'm dead I'll march down to King's Landing and rip her apart.
608d2a5d28b7269738c3ed32,608d286e28b7269738c3ed0b,Ser Jaime.
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,Lady Brienne.
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,He's come a long way.
608d2a5d28b7269738c3ed32,608d286e28b7269738c3ed0b,He's alright. Still has a lot to learn.
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,I'm sure you'll teach him. I've been told you're commanding the left flank.
608d2a5d28b7269738c3ed32,608d286e28b7269738c3ed0b,"I am. It's, uh-it's good ground."
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,It is.
608d2a5d28b7269738c3ed32,608d286e28b7269738c3ed0b,"The rise, it should give us some advantage."
608d2a5d28b7269738c3ed32,608d286e28b7269738c3ed0b,"If we can keep a tight formation, we might be able to beat them back."
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,"Yes, I think you're right."
608d2a5d28b7269738c3ed32,608d286e28b7269738c3ed0b,What are you doing?
608d2a5d28b7269738c3ed32,608d286e28b7269738c3ed0b,I think you know.
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,I truly don't.
608d2a5d28b7269738c3ed32,608d286e28b7269738c3ed0b,We have never had a conversation last this long without you insulting me. Not once.
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,You want me to insult you?
608d2a5d28b7269738c3ed32,608d286e28b7269738c3ed0b,No!
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,Good.
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,"I came to Winterfell because-I'm not the fighter I used to be. But I'd be honored to serve under your command, if you'll have me."
608d2a5d28b7269738c3ed32,608d286e28b7269738c3ed0b,I better get back.
608d2a5d28b7269738c3ed2d,608d286e28b7269738c3ed0b,"Forgive me, khaleesi."
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,Have you done something to offend me?
608d2a5d28b7269738c3ed2d,608d286e28b7269738c3ed0b,Many things.
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,Long ago and long forgiven.
608d2a5d28b7269738c3ed2d,608d286e28b7269738c3ed0b,"But you did forgive, despite my failures. When I heard you'd named Tyrion your Hand, it broke my heart."
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,"When I named him Hand, I didn't know if I'd ever see you again."
608d2a5d28b7269738c3ed2d,608d286e28b7269738c3ed0b,You made the right choice.
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,I wasn't under the impression you liked him very much.
608d2a5d28b7269738c3ed2d,608d286e28b7269738c3ed0b,I didn't. His mouth hardly stopped moving between Volantis and Meereen. It was all I could do not to throw him in the sea.
608d2a5d28b7269738c3ed2d,608d286e28b7269738c3ed0b,But the mind behind all those words-
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,He's made mistakes. Serious mistakes.
608d2a5d28b7269738c3ed2d,608d286e28b7269738c3ed0b,As have we all. He owns his and learns from them.
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,You're advising me to forgive the man who stole your position?
608d2a5d28b7269738c3ed2d,608d286e28b7269738c3ed0b,"I am. And one other suggestion, if you'll allow me."
608d2a5d28b7269738c3ed1c,608d286e28b7269738c3ed0b,"The moment we can get the last infantryman out onto the field, we should shut the gates."
608d2a5d28b7269738c3ed14,608d286e28b7269738c3ed0b,Keep them open for as long as you can. There are still people coming in from the countryside.
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,"Lady Sansa, I was hoping we could speak alone."
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,I thought you and I were on the verge of agreement before. About Ser Jaime.
608d2a5d28b7269738c3ed14,608d286e28b7269738c3ed0b,"Brienne has been loyal to me, always. I trust her more than anyone."
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,I wish I could have that kind of faith in my advisors.
608d2a5d28b7269738c3ed14,608d286e28b7269738c3ed0b,Tyrion is a good man. He was never anything but decent towards me.
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,I didn't ask him to be my Hand simply because he was good.
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,"I asked him to be my Hand because he was good, and intelligent, and ruthless when he had to be. He never should have trusted Cersei."
608d2a5d28b7269738c3ed14,608d286e28b7269738c3ed0b,You never should have either.
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,I thought he knew his sister.
608d2a5d28b7269738c3ed14,608d286e28b7269738c3ed0b,Families are complicated.
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,Ours certainly have been.
608d2a5d28b7269738c3ed14,608d286e28b7269738c3ed0b,A sad thing to have in common.
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,"We have other things in common. We've both known what it means to lead people who aren't inclined to accept a woman's rule. And we've both done a damn good job of it, from what I can tell."
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,"And yet, I can't help but feel we're at odds with one another. Why is that? Your brother."
608d2a5d28b7269738c3ed14,608d286e28b7269738c3ed0b,"He loves you, you know that."
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,That bothers you.
608d2a5d28b7269738c3ed14,608d286e28b7269738c3ed0b,Men do stupid things for women. They're easily manipulated.
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,"All my life, I've known one goal"
608d2a5d28b7269738c3ed14,608d286e28b7269738c3ed0b,I should have thanked you the moment you arrived. That was a mistake.
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,"I'm here because I love your brother and I trust him, and I know he's true to his word. He's only the second man in my life I can say that about."
608d2a5d28b7269738c3ed14,608d286e28b7269738c3ed0b,Who was the first?
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,Someone taller.
608d2a5d28b7269738c3ed14,608d286e28b7269738c3ed0b,"And what happens afterwards? We defeat the dead, we destroy Cersei. What happens then?"
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,I take the Iron Throne.
608d2a5d28b7269738c3ed14,608d286e28b7269738c3ed0b,"What about the North? It was taken from us, and we took it back. And we said we'd never bow to anyone else again. What about the North?"
608d2a5d28b7269738c3ed28,608d286e28b7269738c3ed0b,"Apologies, my lady. Your Grace."
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,What is it?
608d2a5d28b7269738c3ed27,608d286e28b7269738c3ed0b,My queen.
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,Your sister?
608d2a5d28b7269738c3ed27,608d286e28b7269738c3ed0b,"She only has a few ships, and she couldn't sail them here. So, she's sailing to the Iron Islands instead, to take them back in your name."
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,But why aren't you with her?
608d2a5d28b7269738c3ed27,608d286e28b7269738c3ed0b,"I want to fight for Winterfell, Lady Sansa, if you'll have me."
608d2a5d28b7269738c3ed1a,608d286e28b7269738c3ed0b,"Milord, we're not soldiers."
608d2a5d28b7269738c3ed29,608d286e28b7269738c3ed0b,"You are now. Look, I made it through most of my years without ever getting near a fight, but then I survived the Battle of the Bastards. Right outside these walls. If I can live through that, you can live through this. They'll outfit you with weapons at the forge. Right that way."
608d2a5d28b7269738c3ed1a,608d286e28b7269738c3ed0b,Thank you.
608d2a5d28b7269738c3ed34,608d286e28b7269738c3ed0b,"When the time comes, you'll be down in the crypts."
608d2a5d28b7269738c3ed34,608d286e28b7269738c3ed0b,They're the safest place to be. Through that archway right over there.
608d2a5d28b7269738c3ed35,608d286e28b7269738c3ed0b,Thank you.
608d2a5d28b7269738c3ed36,608d286e28b7269738c3ed0b,Which way should I go?
608d2a5d28b7269738c3ed29,608d286e28b7269738c3ed0b,Which way do you want to go?
608d2a5d28b7269738c3ed36,608d286e28b7269738c3ed0b,All the children will be going below when the time comes.
608d2a5d28b7269738c3ed36,608d286e28b7269738c3ed0b,But both me brothers were soldiers. I want to fight too.
608d2a5d28b7269738c3ed34,608d286e28b7269738c3ed0b,"That's good to hear. I'm going to be in the crypt with my son, and I'd feel a lot better with you down there to protect us."
608d2a5d28b7269738c3ed29,608d286e28b7269738c3ed0b,I'm sure a lot of people would.
608d2a5d28b7269738c3ed36,608d286e28b7269738c3ed0b,"All right. I'll defend the crypt, then."
608d2a5d28b7269738c3ed2f,608d286e28b7269738c3ed0b,My little crow.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0b,I thought we'd lost you.
608d2a5d28b7269738c3ed2f,608d286e28b7269738c3ed0b,Almost.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0b,How did you find each other?
608d2a5d28b7269738c3ed2e,608d286e28b7269738c3ed0b,We met up at the Last Hearth.
608d2a5d28b7269738c3ed2f,608d286e28b7269738c3ed0b,The dead got there first.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0b,The Umbers?
608d2a5d28b7269738c3ed30,608d286e28b7269738c3ed0b,Fighting for the Night King now.
608d2a5d28b7269738c3ed2f,608d286e28b7269738c3ed0b,We had to travel around them to get here. Whoever's not here now is with them.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0b,How long do we have?
608d2a5d28b7269738c3ed2f,608d286e28b7269738c3ed0b,Before the sun comes up tomorrow.
608d2a5d28b7269738c3ed2f,608d286e28b7269738c3ed0b,The big woman still here?
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0b,They're coming.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0b,We have dragonglass and Valyrian steel.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0b,But there are too many of them.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0b,Far too many.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0b,Our enemy doesn't tire.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0b,Doesn't stop. Doesn't feel.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0b,We can't beat them in a straight fight.
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,"So, what can we do?"
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0b,The Night King made them all. They follow his command. If he falls Getting to him may be our best chance.
608d2a5d28b7269738c3ed31,608d286e28b7269738c3ed0b,"If that's true, he'll never expose himself."
608d2a5d28b7269738c3ed13,608d286e28b7269738c3ed0b,"Yes, he will."
608d2a5d28b7269738c3ed13,608d286e28b7269738c3ed0b,"He'll come for me. He's tried before, many times, with many Three-Eyed Ravens."
608d2a5d28b7269738c3ed2c,608d286e28b7269738c3ed0b,Why? What does he want?
608d2a5d28b7269738c3ed13,608d286e28b7269738c3ed0b,"An endless night. He wants to erase this world, and I am its memory."
608d2a5d28b7269738c3ed2c,608d286e28b7269738c3ed0b,"That's what death is, isn't it? Forgetting. Being forgotten. If we forget where we've been and what we've done, we're not men anymore. Just animals. Your memories don't come from books. Your stories aren't just stories. If I wanted to erase the world of men, I'd start with you."
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0b,How will he find you?
608d2a5d28b7269738c3ed13,608d286e28b7269738c3ed0b,His mark is on me.
608d2a5d28b7269738c3ed13,608d286e28b7269738c3ed0b,He always knows where I am.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0b,"We'll put you in the crypt, where it's safest."
608d2a5d28b7269738c3ed13,608d286e28b7269738c3ed0b,No. We need to lure him into the open before his army destroys us all. I'll wait for him in the Godswood.
608d2a5d28b7269738c3ed14,608d286e28b7269738c3ed0b,You want us to use you as bait?
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0b,We're not leaving you alone out there.
608d2a5d28b7269738c3ed27,608d286e28b7269738c3ed0b,He won't be. I'll stay with him. With the Ironborn. I took this castle from you. Let me defend you now.
608d2a5d28b7269738c3ed29,608d286e28b7269738c3ed0b,We'll hold off the rest of them for as long as we can.
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0b,"When the time comes, Ser Davos and I will be on the walls, to give you the signal to light the trench."
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,Ser Davos is perfectly capable of waving a torch on his own. You'll be in the crypt.
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0b,"Your Grace, I have fought before, I can do it again. Alongside the men and women risking their lives."
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0b,"There are thousands of them and only one of you. You can't fight as well as they can, but you can think better than any of them. You're here because of your mind. If we survive, I'll need it."
608d2a5d28b7269738c3ed29,608d286e28b7269738c3ed0b,The dragons should give us an edge in the field.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0b,"If they're in the field, they're not protecting Bran. We need to be near him. Not too near, or the Night King won't come. But close enough to pursue him when he does."
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0b,Dragonfire will stop him?
608d2a5d28b7269738c3ed13,608d286e28b7269738c3ed0b,I don't know. No one's ever tried.
608d2a5d28b7269738c3ed2f,608d286e28b7269738c3ed0b,We're all going to die.
608d2a5d28b7269738c3ed2f,608d286e28b7269738c3ed0b,But at least we die together.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0b,Let's get some rest.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0b,Your Grace.
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0b,Do you need help?
608d2a5d28b7269738c3ed13,608d286e28b7269738c3ed0b,No.
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0b,You've had a strange journey.
608d2a5d28b7269738c3ed13,608d286e28b7269738c3ed0b,Stranger than most.
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0b,I'd like to hear about it.
608d2a5d28b7269738c3ed13,608d286e28b7269738c3ed0b,It's a long story.
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0b,"If only we were trapped in a castle, in the middle of winter, with nowhere to go."
608d2a5d28b7269738c3ed37,608d286e28b7269738c3ed0b,Hello.
